timestamp,open,high,low,close,volume
2025-09-10 06:25:00+00:00,100.04571800946098,100.11023551541184,99.98120050351012,100.04571800946098,447.0
2025-09-10 06:26:00+00:00,100.04571800946098,99.96455968558396,99.81498180072404,99.889770743154,401.0
2025-09-10 06:27:00+00:00,99.889770743154,100.17644659633345,99.82810870633881,100.00227765133613,357.0
2025-09-10 06:28:00+00:00,100.00227765133613,100.25073955885345,100.03619073269643,100.14346514577494,162.0
2025-09-10 06:29:00+00:00,100.14346514577494,99.90939247575483,99.79224440632288,99.85081844103885,329.0
2025-09-10 06:30:00+00:00,99.85081844103885,100.0522676207586,99.25967890176473,99.65597326126166,419.0
2025-09-10 06:31:00+00:00,99.65597326126166,100.08662516900462,99.26354519771455,99.67508518335958,82.0
2025-09-10 06:32:00+00:00,99.67508518335958,99.73359009451458,99.52203817566435,99.62781413508947,129.0
2025-09-10 06:33:00+00:00,99.62781413508947,99.82836126734276,99.42224547832072,99.62530337283174,281.0
2025-09-10 06:34:00+00:00,99.62530337283174,99.57303891311606,99.42277659817317,99.49790775564462,211.0
2025-09-10 06:35:00+00:00,99.49790775564462,99.82375079806528,99.43473269315416,99.62924174560972,369.0
2025-09-10 06:36:00+00:00,99.62924174560972,100.06247551999388,99.42861609767237,99.74554580883313,230.0
2025-09-10 06:37:00+00:00,99.74554580883313,100.10744694936406,99.40340445075535,99.7554257000597,498.0
2025-09-10 06:38:00+00:00,99.7554257000597,100.3425318087438,99.50595023371754,99.92424102123067,184.0
2025-09-10 06:39:00+00:00,99.92424102123067,100.082226591222,99.9064511511782,99.9943388712001,212.0
2025-09-10 06:40:00+00:00,99.9943388712001,99.97020455790762,99.76086609486133,99.86553532638447,51.0
2025-09-10 06:41:00+00:00,99.86553532638447,100.15408901465496,99.68748868082879,99.92078884774187,161.0
2025-09-10 06:42:00+00:00,99.92078884774187,99.90449955933019,99.64984783311485,99.77717369622252,155.0
2025-09-10 06:43:00+00:00,99.77717369622252,100.20610572465759,99.61136284876832,99.90873428671296,393.0
2025-09-10 06:44:00+00:00,99.90873428671296,100.12188747170167,99.68061755830841,99.90125251500504,201.0
2025-09-10 06:45:00+00:00,99.90125251500504,100.06749662940186,99.67961213649326,99.87355438294756,141.0
2025-09-10 06:46:00+00:00,99.87355438294756,100.04435540911265,99.49883695238668,99.77159618074967,191.0
2025-09-10 06:47:00+00:00,99.77159618074967,100.05483827890858,99.85461450860338,99.95472639375598,303.0
2025-09-10 06:48:00+00:00,99.95472639375598,100.1922191796912,99.67090112152968,99.93156015061044,403.0
2025-09-10 06:49:00+00:00,99.93156015061044,99.97380962255365,99.76094151857113,99.86737557056239,490.0
2025-09-10 06:50:00+00:00,99.86737557056239,100.4694651714175,99.15981386674623,99.81463951908187,71.0
